data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3112', 'est[0.88,0.44,0.09,58]']"
"['5B01[4.00,4.00,0.00]=1.82', '1495[0.00,4.00,0.00]=2.77', '592F[4.00,0.00,0.00]=3.57', 'CD37[0.00,0.00,0.00]=3.98', 'le_us=2838', 'est[2.62,3.15,0.37,58]']"
"['5B01[4.00,4.00,0.00]=1.88', '1495[0.00,4.00,0.00]=2.76', '592F[4.00,0.00,0.00]=3.63', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=2868', 'est[2.59,3.17,0.49,55]']"
"['5B01[4.00,4.00,0.00]=1.85', '1495[0.00,4.00,0.00]=2.74', '592F[4.00,0.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=3.94', 'le_us=2990', 'est[2.57,3.17,0.56,58]']"
"['5B01[4.00,4.00,0.00]=1.90', '1495[0.00,4.00,0.00]=2.73', '592F[4.00,0.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=3.91', 'le_us=2838', 'est[2.55,3.15,0.59,63]']"
"['5B01[4.00,4.00,0.00]=1.96', '1495[0.00,4.00,0.00]=2.66', '592F[4.00,0.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=3.90', 'le_us=2838', 'est[2.51,3.15,0.63,62]']"
"['5B01[4.00,4.00,0.00]=1.95', '1495[0.00,4.00,0.00]=2.62', '592F[4.00,0.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=3.92', 'le_us=2746', 'est[2.48,3.13,0.62,68]']"
"['5B01[4.00,4.00,0.00]=1.99', '1495[0.00,4.00,0.00]=2.62', '592F[4.00,0.00,0.00]=3.58', 'CD37[0.00,0.00,0.00]=3.93', 'le_us=2777', 'est[2.45,3.13,0.63,65]']"
"['5B01[4.00,4.00,0.00]=2.00', '1495[0.00,4.00,0.00]=2.62', '592F[4.00,0.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=3.85', 'le_us=3082', 'est[2.43,3.11,0.64,68]']"
"['5B01[4.00,4.00,0.00]=2.12', '1495[0.00,4.00,0.00]=2.58', '592F[4.00,0.00,0.00]=3.55', 'CD37[0.00,0.00,0.00]=3.90', 'le_us=2746', 'est[2.39,3.08,0.66,69]']"
"['5B01[4.00,4.00,0.00]=2.13', '1495[0.00,4.00,0.00]=2.60', '592F[4.00,0.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=3.77', 'le_us=2777', 'est[2.36,3.07,0.69,67]']"
"['5B01[4.00,4.00,0.00]=2.18', '1495[0.00,4.00,0.00]=2.54', '592F[4.00,0.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=3.85', 'le_us=2777', 'est[2.32,3.06,0.71,69]']"
"['5B01[4.00,4.00,0.00]=2.18', '1495[0.00,4.00,0.00]=2.56', '592F[4.00,0.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=3.85', 'le_us=2777', 'est[2.30,3.04,0.72,69]']"
"['5B01[4.00,4.00,0.00]=2.26', '1495[0.00,4.00,0.00]=2.53', '592F[4.00,0.00,0.00]=3.58', 'CD37[0.00,0.00,0.00]=3.72', 'le_us=2746', 'est[2.27,3.02,0.75,70]']"
"['5B01[4.00,4.00,0.00]=2.29', '1495[0.00,4.00,0.00]=2.47', '592F[4.00,0.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.75', 'le_us=2777', 'est[2.23,3.02,0.77,69]']"
"['5B01[4.00,4.00,0.00]=2.30', '1495[0.00,4.00,0.00]=2.45', '592F[4.00,0.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=3.78', 'le_us=2746', 'est[2.19,3.01,0.76,73]']"
"['5B01[4.00,4.00,0.00]=2.31', '1495[0.00,4.00,0.00]=2.41', '592F[4.00,0.00,0.00]=3.63', 'CD37[0.00,0.00,0.00]=3.72', 'le_us=2777', 'est[2.16,3.00,0.76,74]']"
"['5B01[4.00,4.00,0.00]=2.34', '1495[0.00,4.00,0.00]=2.36', '592F[4.00,0.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=3.72', 'le_us=2777', 'est[2.12,3.00,0.75,74]']"
"['5B01[4.00,4.00,0.00]=2.38', '1495[0.00,4.00,0.00]=2.37', '592F[4.00,0.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=3.74', 'le_us=2838', 'est[2.09,3.01,0.78,69]']"
"['5B01[4.00,4.00,0.00]=2.41', '1495[0.00,4.00,0.00]=2.35', '592F[4.00,0.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.78', 'le_us=2838', 'est[2.06,3.03,0.81,65]']"
"['5B01[4.00,4.00,0.00]=2.44', '1495[0.00,4.00,0.00]=2.29', '592F[4.00,0.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.69', 'le_us=2838', 'est[2.02,3.04,0.81,69]']"
"['5B01[4.00,4.00,0.00]=2.40', '1495[0.00,4.00,0.00]=2.31', '592F[4.00,0.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=3.65', 'le_us=2777', 'est[2.00,3.03,0.79,73]']"
"['5B01[4.00,4.00,0.00]=2.46', '1495[0.00,4.00,0.00]=2.29', '592F[4.00,0.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=3.69', 'le_us=2777', 'est[1.98,3.03,0.81,67]']"
"['1495[0.00,4.00,0.00]=2.26', '5B01[4.00,4.00,0.00]=2.49', 'CD37[0.00,0.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.56', 'le_us=3021', 'est[1.95,3.03,0.41,69]']"
"['1495[0.00,4.00,0.00]=2.29', '5B01[4.00,4.00,0.00]=2.51', 'CD37[0.00,0.00,0.00]=3.72', '592F[4.00,0.00,0.00]=3.72', 'le_us=2868', 'est[1.93,3.04,0.07,63]']"
"['1495[0.00,4.00,0.00]=2.22', '5B01[4.00,4.00,0.00]=2.55', 'CD37[0.00,0.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.74', 'le_us=2868', 'est[1.90,3.04,-0.16,66]']"
"['1495[0.00,4.00,0.00]=2.18', '5B01[4.00,4.00,0.00]=2.53', 'CD37[0.00,0.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.70', 'le_us=2899', 'est[1.87,3.05,-0.33,65]']"
"['1495[0.00,4.00,0.00]=2.15', '5B01[4.00,4.00,0.00]=2.58', 'CD37[0.00,0.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.78', 'le_us=2868', 'est[1.84,3.06,-0.46,64]']"
"['1495[0.00,4.00,0.00]=2.16', '5B01[4.00,4.00,0.00]=2.60', 'CD37[0.00,0.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.68', 'le_us=2868', 'est[1.81,3.05,-0.56,65]']"
"['1495[0.00,4.00,0.00]=2.12', '5B01[4.00,4.00,0.00]=2.63', 'CD37[0.00,0.00,0.00]=3.58', '592F[4.00,0.00,0.00]=3.76', 'le_us=2899', 'est[1.79,3.05,-0.62,65]']"
"['1495[0.00,4.00,0.00]=2.09', '5B01[4.00,4.00,0.00]=2.66', 'CD37[0.00,0.00,0.00]=3.57', '592F[4.00,0.00,0.00]=3.75', 'le_us=2868', 'est[1.75,3.05,-0.68,64]']"
"['1495[0.00,4.00,0.00]=2.06', '5B01[4.00,4.00,0.00]=2.70', 'CD37[0.00,0.00,0.00]=3.53', '592F[4.00,0.00,0.00]=3.72', 'le_us=3021', 'est[1.72,3.04,-0.71,64]']"
"['1495[0.00,4.00,0.00]=2.07', '5B01[4.00,4.00,0.00]=2.69', 'CD37[0.00,0.00,0.00]=3.48', '592F[4.00,0.00,0.00]=3.80', 'le_us=2838', 'est[1.70,3.03,-0.73,67]']"
"['1495[0.00,4.00,0.00]=1.99', '5B01[4.00,4.00,0.00]=2.68', 'CD37[0.00,0.00,0.00]=3.45', '592F[4.00,0.00,0.00]=3.85', 'le_us=3051', 'est[1.68,3.02,-0.70,70]']"
"['1495[0.00,4.00,0.00]=1.98', '5B01[4.00,4.00,0.00]=2.73', 'CD37[0.00,0.00,0.00]=3.47', '592F[4.00,0.00,0.00]=3.83', 'le_us=2899', 'est[1.65,3.02,-0.70,66]']"
"['1495[0.00,4.00,0.00]=1.98', '5B01[4.00,4.00,0.00]=2.74', 'CD37[0.00,0.00,0.00]=3.44', '592F[4.00,0.00,0.00]=3.85', 'le_us=2807', 'est[1.62,3.01,-0.70,67]']"
"['1495[0.00,4.00,0.00]=1.90', '5B01[4.00,4.00,0.00]=2.80', 'CD37[0.00,0.00,0.00]=3.50', '592F[4.00,0.00,0.00]=3.88', 'le_us=2868', 'est[1.58,3.03,-0.72,60]']"
"['1495[0.00,4.00,0.00]=1.90', '5B01[4.00,4.00,0.00]=2.86', 'CD37[0.00,0.00,0.00]=3.45', '592F[4.00,0.00,0.00]=3.85', 'le_us=2838', 'est[1.54,3.03,-0.74,60]']"
"['1495[0.00,4.00,0.00]=1.86', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.49', '592F[4.00,0.00,0.00]=3.85', 'le_us=2777', 'est[1.51,3.05,-0.76,57]']"
"['1495[0.00,4.00,0.00]=1.82', '5B01[4.00,4.00,0.00]=2.86', 'CD37[0.00,0.00,0.00]=3.46', '592F[4.00,0.00,0.00]=3.84', 'le_us=3204', 'est[1.47,3.00,-0.74,66]']"
"['1495[0.00,4.00,0.00]=1.83', '5B01[4.00,4.00,0.00]=2.90', 'CD37[0.00,0.00,0.00]=3.49', '592F[4.00,0.00,0.00]=3.86', 'le_us=2746', 'est[1.45,3.02,-0.76,56]']"
"['1495[0.00,4.00,0.00]=1.82', '5B01[4.00,4.00,0.00]=2.97', 'CD37[0.00,0.00,0.00]=3.41', '592F[4.00,0.00,0.00]=3.93', 'le_us=2838', 'est[1.41,3.03,-0.78,57]']"
"['1495[0.00,4.00,0.00]=1.76', '5B01[4.00,4.00,0.00]=2.90', 'CD37[0.00,0.00,0.00]=3.39', '592F[4.00,0.00,0.00]=4.01', 'le_us=2838', 'est[1.39,3.03,-0.74,61]']"
"['1495[0.00,4.00,0.00]=1.74', '5B01[4.00,4.00,0.00]=2.94', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=3.97', 'le_us=2838', 'est[1.37,3.03,-0.71,62]']"
"['1495[0.00,4.00,0.00]=1.75', '5B01[4.00,4.00,0.00]=2.96', 'CD37[0.00,0.00,0.00]=3.40', '592F[4.00,0.00,0.00]=4.00', 'le_us=2838', 'est[1.35,3.04,-0.71,58]']"
"['1495[0.00,4.00,0.00]=1.72', '5B01[4.00,4.00,0.00]=2.98', 'CD37[0.00,0.00,0.00]=3.44', '592F[4.00,0.00,0.00]=3.97', 'le_us=2746', 'est[1.33,3.06,-0.73,54]']"
"['1495[0.00,4.00,0.00]=1.70', '5B01[4.00,4.00,0.00]=3.03', 'CD37[0.00,0.00,0.00]=3.44', '592F[4.00,0.00,0.00]=3.94', 'le_us=2990', 'est[1.29,3.00,-0.71,63]']"
"['1495[0.00,4.00,0.00]=1.68', '5B01[4.00,4.00,0.00]=3.03', 'CD37[0.00,0.00,0.00]=3.26', '592F[4.00,0.00,0.00]=3.98', 'le_us=3051', 'est[1.30,3.00,-0.37,62]']"
"['1495[0.00,4.00,0.00]=1.68', '5B01[4.00,4.00,0.00]=3.04', 'CD37[0.00,0.00,0.00]=3.32', '592F[4.00,0.00,0.00]=4.00', 'le_us=3051', 'est[1.32,3.02,-0.11,61]']"
"['1495[0.00,4.00,0.00]=1.65', '5B01[4.00,4.00,0.00]=3.06', 'CD37[0.00,0.00,0.00]=3.38', '592F[4.00,0.00,0.00]=4.11', 'le_us=2838', 'est[1.28,3.04,-0.27,54]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.10', 'le_us=2838', 'est[1.24,3.04,-0.38,53]']"
"['1495[0.00,4.00,0.00]=1.58', '5B01[4.00,4.00,0.00]=3.12', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.11', 'le_us=2868', 'est[1.20,3.05,-0.45,53]']"
"['1495[0.00,4.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=3.17', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.18', 'le_us=2838', 'est[1.17,3.05,-0.50,52]']"
"['1495[0.00,4.00,0.00]=1.59', '5B01[4.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=3.31', '592F[4.00,0.00,0.00]=4.15', 'le_us=2838', 'est[1.13,3.05,-0.57,50]']"
"['1495[0.00,4.00,0.00]=1.53', '5B01[4.00,4.00,0.00]=3.16', 'CD37[0.00,0.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.15', 'le_us=2838', 'est[1.11,3.04,-0.55,57]']"
"['1495[0.00,4.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=3.16', 'CD37[0.00,0.00,0.00]=3.25', '592F[4.00,0.00,0.00]=4.21', 'le_us=2777', 'est[1.10,3.04,-0.56,55]']"
"['1495[0.00,4.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=3.14', 'CD37[0.00,0.00,0.00]=3.25', '592F[4.00,0.00,0.00]=4.23', 'le_us=2777', 'est[1.09,3.03,-0.57,56]']"
"['1495[0.00,4.00,0.00]=1.49', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.21', 'le_us=2868', 'est[1.07,3.04,-0.56,53]']"
"['1495[0.00,4.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=3.27', '592F[4.00,0.00,0.00]=4.22', 'le_us=2868', 'est[1.05,3.05,-0.57,52]']"
"['1495[0.00,4.00,0.00]=1.44', '5B01[4.00,4.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.24', 'le_us=2807', 'est[1.02,3.06,-0.58,49]']"
"['1495[0.00,4.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=3.29', 'CD37[0.00,0.00,0.00]=3.26', '592F[4.00,0.00,0.00]=4.23', 'le_us=2990', 'est[1.03,3.08,-0.29,52]']"
"['1495[0.00,4.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=3.28', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.26', 'le_us=2990', 'est[0.99,3.04,-0.38,50]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.30', 'le_us=2838', 'est[0.98,3.06,-0.42,50]']"
"['1495[0.00,4.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.24', 'le_us=2838', 'est[0.97,3.08,-0.47,48]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.27', 'le_us=2838', 'est[0.97,3.09,-0.48,52]']"
"['1495[0.00,4.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.29', 'le_us=2868', 'est[0.96,3.10,-0.52,46]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.26', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.30', 'le_us=2838', 'est[0.95,3.11,-0.55,46]']"
"['1495[0.00,4.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.22', 'le_us=823', 'est[1.00,3.13,-0.25,81]']"
"['1495[0.00,4.00,0.00]=1.47', '5B01[4.00,4.00,0.00]=3.24', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.23', 'le_us=2838', 'est[0.99,3.12,-0.36,48]']"
"['1495[0.00,4.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=3.29', 'CD37[0.00,0.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.26', 'le_us=3204', 'est[0.95,3.08,-0.43,50]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.26', 'le_us=2868', 'est[0.95,3.09,-0.46,50]']"
"['1495[0.00,4.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=3.30', 'CD37[0.00,0.00,0.00]=3.35', '592F[4.00,0.00,0.00]=4.21', 'le_us=2929', 'est[0.94,3.10,-0.52,44]']"
"['1495[0.00,4.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=3.26', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.22', 'le_us=3265', 'est[0.92,3.06,-0.55,52]']"
"['1495[0.00,4.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=3.32', '5B01[4.00,4.00,0.00]=3.26', '592F[4.00,0.00,0.00]=4.29', 'le_us=2868', 'est[0.92,3.07,-0.26,48]']"
"['1495[0.00,4.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=3.27', '592F[4.00,0.00,0.00]=4.26', 'le_us=2868', 'est[0.92,3.07,-0.04,49]']"
"['1495[0.00,4.00,0.00]=1.45', 'CD37[0.00,0.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.24', 'le_us=2868', 'est[0.92,3.07,0.13,48]']"
"['1495[0.00,4.00,0.00]=1.40', 'CD37[0.00,0.00,0.00]=3.27', '5B01[4.00,4.00,0.00]=3.19', '592F[4.00,0.00,0.00]=4.23', 'le_us=3265', 'est[0.92,3.05,-0.05,52]']"
"['1495[0.00,4.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.21', 'le_us=3265', 'est[0.92,3.02,-0.19,53]']"
"['1495[0.00,4.00,0.00]=1.45', 'CD37[0.00,0.00,0.00]=3.34', '5B01[4.00,4.00,0.00]=3.27', '592F[4.00,0.00,0.00]=4.28', 'le_us=2838', 'est[0.92,3.05,0.03,46]']"
"['1495[0.00,4.00,0.00]=1.47', 'CD37[0.00,0.00,0.00]=3.32', '5B01[4.00,4.00,0.00]=3.25', '592F[4.00,0.00,0.00]=4.29', 'le_us=2868', 'est[0.93,3.06,0.19,48]']"
"['1495[0.00,4.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=3.24', '592F[4.00,0.00,0.00]=4.22', 'le_us=2990', 'est[0.93,3.09,0.31,46]']"
"['1495[0.00,4.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=3.25', 'CD37[0.00,0.00,0.00]=3.38', '592F[4.00,0.00,0.00]=4.28', 'le_us=2868', 'est[0.93,3.11,0.06,45]']"
"['1495[0.00,4.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=3.24', 'CD37[0.00,0.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.23', 'le_us=3234', 'est[0.92,3.07,-0.12,52]']"
"['1495[0.00,4.00,0.00]=1.40', 'CD37[0.00,0.00,0.00]=3.30', '5B01[4.00,4.00,0.00]=3.50', '592F[4.00,0.00,0.00]=4.27', 'le_us=2777', 'est[0.87,3.08,0.12,38]']"
"['1495[0.00,4.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=3.32', '5B01[4.00,4.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.22', 'le_us=3265', 'est[0.88,3.05,-0.06,52]']"
"['1495[0.00,4.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.27', 'le_us=2899', 'est[0.90,3.06,0.11,50]']"
"['1495[0.00,4.00,0.00]=1.39', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.22', 'le_us=2960', 'est[0.89,3.07,0.24,46]']"
"['1495[0.00,4.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=3.26', '592F[4.00,0.00,0.00]=4.25', 'le_us=2838', 'est[0.90,3.07,0.32,50]']"
"['1495[0.00,4.00,0.00]=1.49', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.30', 'le_us=2868', 'est[0.92,3.08,0.40,49]']"
"['1495[0.00,4.00,0.00]=1.44', 'CD37[0.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=3.24', '592F[4.00,0.00,0.00]=4.22', 'le_us=3204', 'est[0.92,3.04,0.14,52]']"
"['1495[0.00,4.00,0.00]=1.41', 'CD37[0.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=3.22', '592F[4.00,0.00,0.00]=4.23', 'le_us=2960', 'est[0.91,3.02,-0.05,52]']"
"['1495[0.00,4.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=3.32', '5B01[4.00,4.00,0.00]=3.22', '592F[4.00,0.00,0.00]=4.20', 'le_us=3234', 'est[0.92,3.00,-0.20,52]']"
"['1495[0.00,4.00,0.00]=1.39', 'CD37[0.00,0.00,0.00]=3.35', '5B01[4.00,4.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.24', 'le_us=2990', 'est[0.91,2.99,-0.30,51]']"
"['1495[0.00,4.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.25', '592F[4.00,0.00,0.00]=4.25', 'le_us=2899', 'est[0.92,3.02,-0.08,49]']"
"['1495[0.00,4.00,0.00]=1.46', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.28', 'le_us=2838', 'est[0.92,3.04,0.12,47]']"
"['1495[0.00,4.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=3.31', '592F[4.00,0.00,0.00]=4.25', 'le_us=3051', 'est[0.90,3.01,-0.08,51]']"
"['1495[0.00,4.00,0.00]=1.45', 'CD37[0.00,0.00,0.00]=3.31', '5B01[4.00,4.00,0.00]=3.24', '592F[4.00,0.00,0.00]=4.20', 'le_us=3234', 'est[0.90,2.99,-0.22,53]']"
"['1495[0.00,4.00,0.00]=1.42', 'CD37[0.00,0.00,0.00]=3.34', '5B01[4.00,4.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.22', 'le_us=2929', 'est[0.89,3.03,0.02,43]']"
"['1495[0.00,4.00,0.00]=1.44', 'CD37[0.00,0.00,0.00]=3.33', '5B01[4.00,4.00,0.00]=3.22', '592F[4.00,0.00,0.00]=4.23', 'le_us=3051', 'est[0.95,3.06,0.18,51]']"
"['1495[0.00,4.00,0.00]=1.38', '5B01[4.00,4.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=3.35', '592F[4.00,0.00,0.00]=4.31', 'le_us=2838', 'est[0.95,3.09,-0.01,47]']"
"['1495[0.00,4.00,0.00]=1.46', '5B01[4.00,4.00,0.00]=3.24', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.29', 'le_us=2838', 'est[0.95,3.09,-0.17,49]']"
"['1495[0.00,4.00,0.00]=1.44', '5B01[4.00,4.00,0.00]=3.29', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.20', 'le_us=2929', 'est[0.94,3.10,-0.30,45]']"
"['1495[0.00,4.00,0.00]=1.45', '5B01[4.00,4.00,0.00]=3.28', 'CD37[0.00,0.00,0.00]=3.32', '592F[4.00,0.00,0.00]=4.24', 'le_us=2563', 'est[0.93,3.11,-0.40,46]']"
"['1495[0.00,4.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=3.20', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.23', 'le_us=2838', 'est[0.95,3.10,-0.44,52]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.16', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=4.23', 'le_us=3234', 'est[0.95,3.08,-0.49,52]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.15', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.24', 'le_us=3204', 'est[0.95,3.07,-0.53,51]']"
"['1495[0.00,4.00,0.00]=1.37', '5B01[4.00,4.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.38', 'le_us=2777', 'est[0.95,3.09,-0.52,49]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.19', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.32', 'le_us=2807', 'est[0.96,3.10,-0.52,50]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.39', 'le_us=2746', 'est[0.97,3.10,-0.51,52]']"
"['1495[0.00,4.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=3.20', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=5.51', 'le_us=4669', 'est[0.97,3.10,-0.51,52]']"
"['1495[0.00,4.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=3.25', 'CD37[0.00,0.00,0.00]=3.38', '592F[4.00,0.00,0.00]=4.18', 'le_us=2929', 'est[0.96,3.11,-0.57,45]']"
"['1495[0.00,4.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.30', 'le_us=2807', 'est[0.96,3.11,-0.61,46]']"
"['1495[0.00,4.00,0.00]=1.38', '5B01[4.00,4.00,0.00]=3.25', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.30', 'le_us=2990', 'est[0.95,3.12,-0.60,47]']"
"['1495[0.00,4.00,0.00]=1.39', '5B01[4.00,4.00,0.00]=3.25', 'CD37[0.00,0.00,0.00]=3.28', '592F[4.00,0.00,0.00]=4.28', 'le_us=2838', 'est[0.94,3.12,-0.58,49]']"
"['1495[0.00,4.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=3.21', '592F[4.00,0.00,0.00]=4.34', 'le_us=2807', 'est[0.95,3.10,-0.55,54]']"
"['1495[0.00,4.00,0.00]=1.47', '5B01[4.00,4.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=3.23', '592F[4.00,0.00,0.00]=4.34', 'le_us=2563', 'est[0.89,3.08,-0.62,39]']"
