data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.03', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.81', 'le_us=4241', 'est[0.87,0.39,0.16,57]']"
"['CD37[0.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=2.39', '592F[4.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.97', 'le_us=3112', 'est[0.92,1.95,-0.02,75]']"
"['CD37[0.00,0.00,0.00]=2.20', '1495[0.00,4.00,0.00]=2.37', '592F[4.00,0.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=3.93', 'le_us=3112', 'est[0.92,1.94,-0.17,73]']"
"['CD37[0.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=2.46', '592F[4.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.89', 'le_us=3082', 'est[0.95,1.92,-0.29,75]']"
"['CD37[0.00,0.00,0.00]=2.11', '1495[0.00,4.00,0.00]=2.48', '592F[4.00,0.00,0.00]=3.51', '5B01[4.00,4.00,0.00]=4.02', 'le_us=3356', 'est[0.96,1.89,-0.34,77]']"
"['CD37[0.00,0.00,0.00]=2.14', '1495[0.00,4.00,0.00]=2.44', '592F[4.00,0.00,0.00]=3.51', '5B01[4.00,4.00,0.00]=4.08', 'le_us=3112', 'est[0.98,1.87,-0.35,80]']"
"['CD37[0.00,0.00,0.00]=2.11', '1495[0.00,4.00,0.00]=2.46', '592F[4.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=4.01', 'le_us=3112', 'est[0.98,1.85,-0.39,76]']"
"['CD37[0.00,0.00,0.00]=2.05', '1495[0.00,4.00,0.00]=2.52', '592F[4.00,0.00,0.00]=3.47', '5B01[4.00,4.00,0.00]=4.04', 'le_us=3295', 'est[0.99,1.82,-0.40,77]']"
"['CD37[0.00,0.00,0.00]=2.06', '1495[0.00,4.00,0.00]=2.52', '592F[4.00,0.00,0.00]=3.45', '5B01[4.00,4.00,0.00]=4.05', 'le_us=3356', 'est[1.01,1.80,-0.39,79]']"
"['CD37[0.00,0.00,0.00]=2.04', '1495[0.00,4.00,0.00]=2.56', '592F[4.00,0.00,0.00]=3.46', '5B01[4.00,4.00,0.00]=4.03', 'le_us=3082', 'est[1.01,1.78,-0.41,76]']"
"['CD37[0.00,0.00,0.00]=2.02', '1495[0.00,4.00,0.00]=2.61', '592F[4.00,0.00,0.00]=3.43', '5B01[4.00,4.00,0.00]=4.05', 'le_us=3082', 'est[1.02,1.75,-0.43,74]']"
"['CD37[0.00,0.00,0.00]=1.99', '1495[0.00,4.00,0.00]=2.61', '592F[4.00,0.00,0.00]=3.50', '5B01[4.00,4.00,0.00]=4.20', 'le_us=3387', 'est[1.00,1.72,-0.47,70]']"
"['CD37[0.00,0.00,0.00]=1.99', '1495[0.00,4.00,0.00]=2.63', '592F[4.00,0.00,0.00]=3.49', '5B01[4.00,4.00,0.00]=4.06', 'le_us=3143', 'est[1.00,1.70,-0.50,70]']"
"['CD37[0.00,0.00,0.00]=1.93', '1495[0.00,4.00,0.00]=2.75', '592F[4.00,0.00,0.00]=3.48', '5B01[4.00,4.00,0.00]=4.03', 'le_us=2838', 'est[0.98,1.65,-0.55,63]']"
"['CD37[0.00,0.00,0.00]=1.96', '1495[0.00,4.00,0.00]=2.94', '592F[4.00,0.00,0.00]=3.51', '5B01[4.00,4.00,0.00]=3.93', 'le_us=2868', 'est[0.97,1.59,-0.66,53]']"
"['CD37[0.00,0.00,0.00]=1.95', '1495[0.00,4.00,0.00]=3.01', '592F[4.00,0.00,0.00]=3.44', '5B01[4.00,4.00,0.00]=3.95', 'le_us=2868', 'est[0.98,1.53,-0.75,53]']"
"['CD37[0.00,0.00,0.00]=1.98', '1495[0.00,4.00,0.00]=2.99', '592F[4.00,0.00,0.00]=3.49', '5B01[4.00,4.00,0.00]=3.89', 'le_us=2838', 'est[0.97,1.49,-0.82,52]']"
"['CD37[0.00,0.00,0.00]=1.99', '1495[0.00,4.00,0.00]=2.97', '592F[4.00,0.00,0.00]=3.46', '5B01[4.00,4.00,0.00]=3.95', 'le_us=2899', 'est[0.98,1.47,-0.87,54]']"
"['CD37[0.00,0.00,0.00]=1.91', '1495[0.00,4.00,0.00]=3.05', '592F[4.00,0.00,0.00]=3.42', '5B01[4.00,4.00,0.00]=3.93', 'le_us=2899', 'est[0.98,1.42,-0.90,52]']"
"['CD37[0.00,0.00,0.00]=1.95', '1495[0.00,4.00,0.00]=3.05', '592F[4.00,0.00,0.00]=3.38', '5B01[4.00,4.00,0.00]=4.02', 'le_us=2807', 'est[1.01,1.39,-0.93,55]']"
"['CD37[0.00,0.00,0.00]=1.92', '1495[0.00,4.00,0.00]=3.08', '592F[4.00,0.00,0.00]=3.36', '5B01[4.00,4.00,0.00]=4.01', 'le_us=2868', 'est[1.02,1.36,-0.94,54]']"
"['CD37[0.00,0.00,0.00]=1.88', '1495[0.00,4.00,0.00]=3.10', '592F[4.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=4.03', 'le_us=2838', 'est[1.05,1.33,-0.93,57]']"
"['CD37[0.00,0.00,0.00]=1.86', '1495[0.00,4.00,0.00]=3.10', '592F[4.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=4.08', 'le_us=2868', 'est[1.06,1.31,-0.92,57]']"
"['CD37[0.00,0.00,0.00]=1.81', '1495[0.00,4.00,0.00]=3.17', '592F[4.00,0.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=4.08', 'le_us=2838', 'est[1.06,1.27,-0.91,54]']"
"['CD37[0.00,0.00,0.00]=1.84', '1495[0.00,4.00,0.00]=3.21', '592F[4.00,0.00,0.00]=3.24', '5B01[4.00,4.00,0.00]=4.05', 'le_us=3082', 'est[1.07,1.24,-0.92,53]']"
"['CD37[0.00,0.00,0.00]=1.78', '1495[0.00,4.00,0.00]=3.20', '592F[4.00,0.00,0.00]=3.21', '5B01[4.00,4.00,0.00]=4.08', 'le_us=2868', 'est[1.08,1.21,-0.90,55]']"
"['CD37[0.00,0.00,0.00]=1.75', '1495[0.00,4.00,0.00]=3.25', '592F[4.00,0.00,0.00]=3.23', '5B01[4.00,4.00,0.00]=4.18', 'le_us=2838', 'est[1.09,1.17,-0.89,53]']"
"['CD37[0.00,0.00,0.00]=1.72', '1495[0.00,4.00,0.00]=3.26', '592F[4.00,0.00,0.00]=3.27', '5B01[4.00,4.00,0.00]=4.19', 'le_us=2838', 'est[1.07,1.14,-0.89,49]']"
"['CD37[0.00,0.00,0.00]=1.67', '1495[0.00,4.00,0.00]=3.29', '592F[4.00,0.00,0.00]=3.30', '5B01[4.00,4.00,0.00]=4.22', 'le_us=2868', 'est[1.05,1.10,-0.90,47]']"
"['CD37[0.00,0.00,0.00]=1.65', '1495[0.00,4.00,0.00]=3.34', '592F[4.00,0.00,0.00]=3.29', '5B01[4.00,4.00,0.00]=4.23', 'le_us=2838', 'est[1.04,1.06,-0.90,45]']"
"['CD37[0.00,0.00,0.00]=1.63', '1495[0.00,4.00,0.00]=3.34', '592F[4.00,0.00,0.00]=3.35', '5B01[4.00,4.00,0.00]=4.20', 'le_us=2593', 'est[1.01,1.03,-0.92,43]']"
"['CD37[0.00,0.00,0.00]=1.63', '1495[0.00,4.00,0.00]=3.37', '592F[4.00,0.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=4.29', 'le_us=2838', 'est[1.01,1.00,-0.91,45]']"
"['CD37[0.00,0.00,0.00]=1.61', '592F[4.00,0.00,0.00]=3.27', '1495[0.00,4.00,0.00]=3.41', '5B01[4.00,4.00,0.00]=4.24', 'le_us=2838', 'est[1.00,0.97,-0.46,43]']"
"['CD37[0.00,0.00,0.00]=1.56', '592F[4.00,0.00,0.00]=3.30', '1495[0.00,4.00,0.00]=3.40', '5B01[4.00,4.00,0.00]=4.17', 'le_us=2563', 'est[0.99,0.94,-0.12,42]']"
"['CD37[0.00,0.00,0.00]=1.52', '592F[4.00,0.00,0.00]=3.24', '1495[0.00,4.00,0.00]=3.41', '5B01[4.00,4.00,0.00]=4.27', 'le_us=2807', 'est[0.98,0.92,0.11,44]']"
"['CD37[0.00,0.00,0.00]=1.45', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.38', '5B01[4.00,4.00,0.00]=4.34', 'le_us=2899', 'est[0.98,0.90,0.25,47]']"
"['CD37[0.00,0.00,0.00]=1.45', '592F[4.00,0.00,0.00]=3.25', '1495[0.00,4.00,0.00]=3.41', '5B01[4.00,4.00,0.00]=4.35', 'le_us=2807', 'est[0.97,0.87,0.38,44]']"
"['CD37[0.00,0.00,0.00]=1.40', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.39', '5B01[4.00,4.00,0.00]=4.37', 'le_us=2838', 'est[0.97,0.86,0.44,46]']"
"['CD37[0.00,0.00,0.00]=1.40', '592F[4.00,0.00,0.00]=3.26', '1495[0.00,4.00,0.00]=3.27', '5B01[4.00,4.00,0.00]=4.42', 'le_us=2777', 'est[0.96,0.87,0.46,50]']"
"['CD37[0.00,0.00,0.00]=1.33', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.26', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2746', 'est[0.95,0.88,0.42,53]']"
"['CD37[0.00,0.00,0.00]=1.31', '592F[4.00,0.00,0.00]=3.19', '1495[0.00,4.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=4.42', 'le_us=3082', 'est[0.95,0.87,0.38,52]']"
"['CD37[0.00,0.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.24', '5B01[4.00,4.00,0.00]=4.39', 'le_us=3234', 'est[0.94,0.87,0.31,52]']"
"['CD37[0.00,0.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.30', '5B01[4.00,4.00,0.00]=4.49', 'le_us=3143', 'est[0.91,0.84,0.11,46]']"
"['CD37[0.00,0.00,0.00]=1.25', '592F[4.00,0.00,0.00]=3.22', '1495[0.00,4.00,0.00]=3.28', '5B01[4.00,4.00,0.00]=4.38', 'le_us=3234', 'est[0.91,0.83,-0.07,45]']"
"['CD37[0.00,0.00,0.00]=1.22', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.37', '5B01[4.00,4.00,0.00]=4.52', 'le_us=3021', 'est[0.91,0.81,0.03,51]']"
"['CD37[0.00,0.00,0.00]=1.26', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.35', '5B01[4.00,4.00,0.00]=4.49', 'le_us=3143', 'est[0.90,0.78,-0.11,47]']"
"['CD37[0.00,0.00,0.00]=1.24', '592F[4.00,0.00,0.00]=3.23', '1495[0.00,4.00,0.00]=3.41', '5B01[4.00,4.00,0.00]=4.51', 'le_us=2777', 'est[0.89,0.77,0.03,50]']"
"['CD37[0.00,0.00,0.00]=1.22', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.48', '5B01[4.00,4.00,0.00]=4.52', 'le_us=2746', 'est[0.91,0.75,0.11,52]']"
"['CD37[0.00,0.00,0.00]=1.21', '592F[4.00,0.00,0.00]=3.22', '1495[0.00,4.00,0.00]=3.42', '5B01[4.00,4.00,0.00]=4.58', 'le_us=3112', 'est[0.90,0.74,0.18,52]']"
"['CD37[0.00,0.00,0.00]=1.18', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.51', '5B01[4.00,4.00,0.00]=4.53', 'le_us=3021', 'est[0.91,0.71,0.22,53]']"
"['CD37[0.00,0.00,0.00]=1.20', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.46', '5B01[4.00,4.00,0.00]=4.54', 'le_us=2990', 'est[0.92,0.71,0.22,52]']"
"['CD37[0.00,0.00,0.00]=1.16', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=4.55', 'le_us=2746', 'est[0.93,0.68,0.23,53]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3051', 'est[0.93,0.64,0.24,55]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.68', 'le_us=2777', 'est[0.93,0.60,0.24,55]']"
"['CD37[0.00,0.00,0.00]=1.14', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3356', 'est[0.90,0.52,0.00,54]']"
"['CD37[0.00,0.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.69', '5B01[4.00,4.00,0.00]=4.70', 'le_us=640', 'est[0.91,0.51,-0.11,81]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3082', 'est[0.91,0.50,-0.02,56]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3021', 'est[0.93,0.48,0.06,56]']"
"['CD37[0.00,0.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.67', 'le_us=2807', 'est[0.93,0.47,0.14,57]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3112', 'est[0.91,0.45,-0.03,58]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.82', '5B01[4.00,4.00,0.00]=4.63', 'le_us=2777', 'est[0.92,0.42,0.10,58]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2777', 'est[0.93,0.42,0.15,57]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.71', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2746', 'est[0.93,0.42,0.21,57]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.67', 'le_us=2777', 'est[0.94,0.43,0.24,56]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.77', '5B01[4.00,4.00,0.00]=4.77', 'le_us=2838', 'est[0.94,0.42,0.29,58]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.71', '5B01[4.00,4.00,0.00]=4.70', 'le_us=2777', 'est[0.94,0.42,0.31,57]']"
"['CD37[0.00,0.00,0.00]=1.15', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.79', '5B01[4.00,4.00,0.00]=4.75', 'le_us=2807', 'est[0.95,0.41,0.35,58]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.77', 'le_us=2838', 'est[0.95,0.40,0.38,57]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.80', '5B01[4.00,4.00,0.00]=4.73', 'le_us=2777', 'est[0.95,0.39,0.40,58]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.77', 'le_us=3417', 'est[0.91,0.36,0.13,56]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.76', 'le_us=2777', 'est[0.91,0.35,0.23,59]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3112', 'est[0.92,0.38,0.27,56]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2807', 'est[0.93,0.39,0.32,57]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.75', 'le_us=2777', 'est[0.93,0.39,0.34,57]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.72', 'le_us=2777', 'est[0.93,0.40,0.37,57]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.79', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3051', 'est[0.96,0.37,0.14,59]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.66', 'le_us=2990', 'est[0.96,0.38,0.20,57]']"
"['CD37[0.00,0.00,0.00]=1.09', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3112', 'est[0.93,0.38,0.01,59]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.72', 'le_us=2746', 'est[0.93,0.40,0.11,56]']"
"['CD37[0.00,0.00,0.00]=1.08', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2746', 'est[0.93,0.41,0.17,57]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.75', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2777', 'est[0.93,0.41,0.24,57]']"
